customer_id,city,state,audience_segment,gender,age_group
CU00012356,Kolkata,West Bengal,Fitness Enthusiasts,Male,25-34
CU00012357,Kolkata,West Bengal,Gamers,Male,25-34
CU00012358,Hyderabad,Telangana,Gamers,Female,35-44
CU00012359,Pune,Maharashtra,Young Professionals,Male,25-34
CU00012360,Kolkata,West Bengal,Parents,Female,18-24
CU00012361,Hyderabad,Telangana,Young Professionals,Female,25-34
CU00012362,Hyderabad,Telangana,Parents,Male,18-24
CU00012363,Kolkata,West Bengal,Parents,Female,35-44
CU00012364,Mumbai,Maharashtra,Students,Female,25-34
CU00012365,Pune,Maharashtra,Students,Male,25-34
CU00012366,Kolkata,West Bengal,Fitness Enthusiasts,Female,18-24
CU00012367,Hyderabad,Telangana,Young Professionals,Male,25-34
CU00012368,Hyderabad,Telangana,Corporate,Female,45-54
CU00012369,Hyderabad,Telangana,Young Professionals,Female,25-34
CU00012370,Hyderabad,Telangana,Young Professionals,Male,25-34
CU00012371,Kolkata,West Bengal,Gamers,Male,35-44
CU00012372,Chennai,Tamil Nadu,Corporate,Female,25-34
CU00012373,Mumbai,Maharashtra,Young Professionals,Male,18-24
CU00012374,Delhi,Delhi,Young Professionals,Female,35-44
CU00012375,Delhi,Delhi,Students,Female,18-24
CU00012376,Bangalore,Karnataka,Fitness Enthusiasts,Female,25-34
CU00012377,Hyderabad,Telangana,Corporate,Male,25-34
CU00012378,Hyderabad,Telangana,Parents,Male,35-44
CU00012379,Hyderabad,Telangana,Parents,Male,35-44
CU00012380,Hyderabad,Telangana,Fitness Enthusiasts,Female,35-44
CU00012381,Chennai,Tamil Nadu,Gamers,Male,35-44
CU00012382,Pune,Maharashtra,Students,Male,25-34
CU00012383,Pune,Maharashtra,Students,Male,35-44
CU00012384,Mumbai,Maharashtra,Fitness Enthusiasts,Female,35-44
CU00012385,Bangalore,Karnataka,Students,Female,18-24
CU00012386,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,55+
CU00012387,Bangalore,Karnataka,Students,Male,25-34
CU00012388,Hyderabad,Telangana,Parents,Male,18-24
CU00012389,Pune,Maharashtra,Gamers,Male,18-24
CU00012390,Pune,Maharashtra,Young Professionals,Female,45-54
CU00012391,Hyderabad,Telangana,Fitness Enthusiasts,Female,25-34
CU00012392,Hyderabad,Telangana,Corporate,Male,18-24
CU00012393,Bangalore,Karnataka,Young Professionals,Female,35-44
CU00012394,Kolkata,West Bengal,Gamers,Male,25-34
CU00012395,Hyderabad,Telangana,Gamers,Male,18-24
CU00012396,Mumbai,Maharashtra,Young Professionals,Female,25-34
CU00012397,Kolkata,West Bengal,Parents,Female,18-24
CU00012398,Chennai,Tamil Nadu,Students,Female,25-34
CU00012399,Pune,Maharashtra,Young Professionals,Male,45-54
CU00012400,Hyderabad,Telangana,Parents,Male,18-24
CU00012401,Hyderabad,Telangana,Fitness Enthusiasts,Male,35-44
CU00012402,Hyderabad,Telangana,Parents,Female,25-34
CU00012403,Pune,Maharashtra,Fitness Enthusiasts,Male,25-34
CU00012404,Bangalore,Karnataka,Students,Male,25-34
CU00012405,Hyderabad,Telangana,Young Professionals,Female,25-34
CU00012406,Mumbai,Maharashtra,Fitness Enthusiasts,Female,35-44
CU00012407,Hyderabad,Telangana,Students,Female,55+
CU00012408,Bangalore,Karnataka,Parents,Male,18-24
CU00012409,Mumbai,Maharashtra,Parents,Male,25-34
CU00012410,Mumbai,Maharashtra,Young Professionals,Male,18-24
CU00012411,Pune,Maharashtra,Young Professionals,Female,55+
CU00012412,Pune,Maharashtra,Students,Male,18-24
CU00012413,Hyderabad,Telangana,Students,Female,25-34
CU00012414,Pune,Maharashtra,Corporate,Female,18-24
CU00012415,Bangalore,Karnataka,Young Professionals,Male,25-34
CU00012416,Pune,Maharashtra,Parents,Female,35-44
CU00012417,Delhi,Delhi,Parents,Male,55+
CU00012418,Bangalore,Karnataka,Fitness Enthusiasts,Male,18-24
CU00012419,Bangalore,Karnataka,Parents,Male,18-24
CU00012420,Delhi,Delhi,Parents,Female,35-44
CU00012421,Mumbai,Maharashtra,Young Professionals,Male,25-34
CU00012422,Bangalore,Karnataka,Corporate,Male,45-54
CU00012423,Mumbai,Maharashtra,Fitness Enthusiasts,Male,25-34
CU00012424,Hyderabad,Telangana,Fitness Enthusiasts,Female,35-44
CU00012425,Hyderabad,Telangana,Parents,Male,18-24
CU00012426,Hyderabad,Telangana,Young Professionals,Female,35-44
CU00012427,Bangalore,Karnataka,Young Professionals,Male,45-54
CU00012428,Chennai,Tamil Nadu,Parents,Female,18-24
CU00012429,Hyderabad,Telangana,Fitness Enthusiasts,Male,18-24
CU00012430,Hyderabad,Telangana,Young Professionals,Male,45-54
CU00012431,Hyderabad,Telangana,Parents,Male,55+
CU00012432,Kolkata,West Bengal,Fitness Enthusiasts,Male,35-44
CU00012433,Hyderabad,Telangana,Young Professionals,Female,25-34
CU00012434,Delhi,Delhi,Young Professionals,Female,25-34
CU00012435,Bangalore,Karnataka,Fitness Enthusiasts,Female,18-24
CU00012436,Pune,Maharashtra,Gamers,Female,18-24
CU00012437,Hyderabad,Telangana,Students,Male,25-34
CU00012438,Hyderabad,Telangana,Young Professionals,Male,25-34
CU00012439,Chennai,Tamil Nadu,Students,Male,25-34
CU00012440,Pune,Maharashtra,Corporate,Female,35-44
CU00012441,Mumbai,Maharashtra,Corporate,Female,25-34
CU00012442,Pune,Maharashtra,Students,Female,45-54
CU00012443,Pune,Maharashtra,Parents,Male,35-44
CU00012444,Kolkata,West Bengal,Parents,Male,25-34
CU00012445,Pune,Maharashtra,Parents,Male,25-34
CU00012446,Chennai,Tamil Nadu,Young Professionals,Male,18-24
CU00012447,Pune,Maharashtra,Young Professionals,Female,25-34
CU00012448,Pune,Maharashtra,Fitness Enthusiasts,Male,18-24
CU00012449,Bangalore,Karnataka,Parents,Male,35-44
CU00012450,Bangalore,Karnataka,Parents,Female,35-44
CU00012451,Chennai,Tamil Nadu,Students,Male,25-34
CU00012452,Delhi,Delhi,Parents,Female,35-44
CU00012453,Kolkata,West Bengal,Gamers,Male,55+
CU00012454,Kolkata,West Bengal,Fitness Enthusiasts,Male,25-34
CU00012455,Bangalore,Karnataka,Gamers,Female,18-24
CU00012456,Delhi,Delhi,Students,Female,35-44
CU00012457,Bangalore,Karnataka,Fitness Enthusiasts,Female,35-44
CU00012458,Pune,Maharashtra,Fitness Enthusiasts,Male,25-34
CU00012459,Mumbai,Maharashtra,Parents,Female,35-44
CU00012460,Hyderabad,Telangana,Young Professionals,Female,25-34
CU00012461,Pune,Maharashtra,Young Professionals,Male,25-34
CU00012462,Bangalore,Karnataka,Students,Male,35-44
CU00012463,Delhi,Delhi,Parents,Male,25-34
CU00012464,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,18-24
CU00012465,Pune,Maharashtra,Young Professionals,Female,18-24
CU00012466,Hyderabad,Telangana,Fitness Enthusiasts,Female,25-34
CU00012467,Kolkata,West Bengal,Gamers,Male,25-34
CU00012468,Chennai,Tamil Nadu,Young Professionals,Male,25-34
CU00012469,Mumbai,Maharashtra,Parents,Female,35-44
CU00012470,Kolkata,West Bengal,Corporate,Male,55+
CU00012471,Delhi,Delhi,Students,Female,25-34
CU00012472,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,25-34
CU00012473,Pune,Maharashtra,Young Professionals,Male,45-54
CU00012474,Delhi,Delhi,Corporate,Female,25-34
CU00012475,Kolkata,West Bengal,Young Professionals,Male,35-44
CU00012476,Mumbai,Maharashtra,Fitness Enthusiasts,Female,18-24
CU00012477,Chennai,Tamil Nadu,Young Professionals,Male,25-34
CU00012478,Delhi,Delhi,Young Professionals,Male,55+
CU00012479,Bangalore,Karnataka,Young Professionals,Male,35-44
CU00012480,Delhi,Delhi,Young Professionals,Female,25-34
CU00012481,Hyderabad,Telangana,Parents,Male,45-54
CU00012482,Hyderabad,Telangana,Young Professionals,Male,35-44
CU00012483,Pune,Maharashtra,Parents,Male,55+
CU00012484,Hyderabad,Telangana,Parents,Female,18-24
CU00012485,Chennai,Tamil Nadu,Young Professionals,Male,18-24
CU00012486,Delhi,Delhi,Young Professionals,Male,18-24
CU00012487,Hyderabad,Telangana,Young Professionals,Male,18-24
CU00012488,Kolkata,West Bengal,Young Professionals,Female,35-44
CU00012489,Hyderabad,Telangana,Students,Female,35-44
CU00012490,Delhi,Delhi,Young Professionals,Male,25-34
CU00012491,Bangalore,Karnataka,Parents,Male,25-34
CU00012492,Delhi,Delhi,Young Professionals,Female,25-34
CU00012493,Mumbai,Maharashtra,Young Professionals,Female,18-24
CU00012494,Kolkata,West Bengal,Young Professionals,Female,35-44
CU00012495,Pune,Maharashtra,Students,Male,25-34
CU00012496,Bangalore,Karnataka,Young Professionals,Female,25-34
CU00012497,Hyderabad,Telangana,Fitness Enthusiasts,Female,18-24
CU00012498,Kolkata,West Bengal,Gamers,Female,18-24
CU00012499,Chennai,Tamil Nadu,Young Professionals,Female,55+
CU00012500,Bangalore,Karnataka,Young Professionals,Female,25-34
CU00012501,Mumbai,Maharashtra,Parents,Female,25-34
CU00012502,Kolkata,West Bengal,Young Professionals,Female,18-24
CU00012503,Kolkata,West Bengal,Fitness Enthusiasts,Female,25-34
CU00012504,Kolkata,West Bengal,Parents,Male,25-34
CU00012505,Chennai,Tamil Nadu,Young Professionals,Female,25-34
CU00012506,Bangalore,Karnataka,Young Professionals,Female,25-34
CU00012507,Hyderabad,Telangana,Corporate,Male,25-34
CU00012508,Bangalore,Karnataka,Parents,Female,25-34
CU00012509,Kolkata,West Bengal,Gamers,Male,18-24
CU00012510,Delhi,Delhi,Parents,Female,45-54
CU00012511,Pune,Maharashtra,Gamers,Male,25-34
CU00012512,Pune,Maharashtra,Students,Male,45-54
CU00012513,Delhi,Delhi,Young Professionals,Male,45-54
CU00012514,Bangalore,Karnataka,Students,Male,45-54
CU00012515,Pune,Maharashtra,Parents,Female,55+
CU00012516,Kolkata,West Bengal,Students,Male,45-54
CU00012517,Bangalore,Karnataka,Fitness Enthusiasts,Male,25-34
CU00012518,Chennai,Tamil Nadu,Young Professionals,Male,35-44
CU00012519,Kolkata,West Bengal,Students,Male,25-34
CU00012520,Delhi,Delhi,Parents,Male,55+
CU00012521,Kolkata,West Bengal,Young Professionals,Male,45-54
CU00012522,Pune,Maharashtra,Corporate,Male,18-24
CU00012523,Chennai,Tamil Nadu,Young Professionals,Female,18-24
CU00012524,Mumbai,Maharashtra,Parents,Male,18-24
CU00012525,Pune,Maharashtra,Fitness Enthusiasts,Female,25-34
CU00012526,Delhi,Delhi,Young Professionals,Male,35-44
CU00012527,Delhi,Delhi,Students,Male,25-34
CU00012528,Mumbai,Maharashtra,Fitness Enthusiasts,Male,25-34
CU00012529,Hyderabad,Telangana,Parents,Male,18-24
CU00012530,Mumbai,Maharashtra,Young Professionals,Male,18-24
CU00012531,Kolkata,West Bengal,Young Professionals,Male,18-24
CU00012532,Bangalore,Karnataka,Fitness Enthusiasts,Female,45-54
CU00012533,Hyderabad,Telangana,Fitness Enthusiasts,Female,35-44
CU00012534,Kolkata,West Bengal,Parents,Male,35-44
CU00012535,Kolkata,West Bengal,Young Professionals,Male,45-54
CU00012536,Hyderabad,Telangana,Corporate,Male,35-44
CU00012537,Mumbai,Maharashtra,Students,Male,35-44
CU00012538,Mumbai,Maharashtra,Gamers,Male,25-34
CU00012539,Pune,Maharashtra,Young Professionals,Male,25-34
CU00012540,Pune,Maharashtra,Young Professionals,Female,45-54
CU00012541,Bangalore,Karnataka,Gamers,Male,25-34
CU00012542,Pune,Maharashtra,Young Professionals,Female,25-34
CU00012543,Chennai,Tamil Nadu,Parents,Female,25-34
CU00012544,Hyderabad,Telangana,Young Professionals,Male,25-34
CU00012545,Bangalore,Karnataka,Fitness Enthusiasts,Male,35-44
CU00012546,Bangalore,Karnataka,Students,Female,35-44
CU00012547,Pune,Maharashtra,Parents,Male,35-44
CU00012548,Hyderabad,Telangana,Young Professionals,Male,35-44
CU00012549,Bangalore,Karnataka,Fitness Enthusiasts,Female,25-34
CU00012550,Kolkata,West Bengal,Students,Female,55+
CU00012551,Kolkata,West Bengal,Parents,Female,35-44
CU00012552,Bangalore,Karnataka,Young Professionals,Male,18-24
CU00012553,Pune,Maharashtra,Young Professionals,Female,45-54
CU00012554,Bangalore,Karnataka,Fitness Enthusiasts,Female,25-34
CU00012555,Chennai,Tamil Nadu,Gamers,Female,55+
CU00012556,Chennai,Tamil Nadu,Corporate,Male,35-44
CU00012557,Bangalore,Karnataka,Young Professionals,Male,45-54
CU00012558,Mumbai,Maharashtra,Young Professionals,Male,25-34
CU00012559,Pune,Maharashtra,Corporate,Female,55+
CU00012560,Chennai,Tamil Nadu,Young Professionals,Male,35-44
CU00012561,Bangalore,Karnataka,Young Professionals,Male,18-24
CU00012562,Delhi,Delhi,Students,Male,45-54
CU00012563,Pune,Maharashtra,Fitness Enthusiasts,Female,45-54
CU00012564,Hyderabad,Telangana,Fitness Enthusiasts,Female,45-54
CU00012565,Delhi,Delhi,Parents,Male,35-44
CU00012566,Mumbai,Maharashtra,Young Professionals,Male,35-44
CU00012567,Mumbai,Maharashtra,Gamers,Female,25-34
CU00012568,Pune,Maharashtra,Fitness Enthusiasts,Male,35-44
CU00012569,Bangalore,Karnataka,Young Professionals,Female,25-34
CU00012570,Bangalore,Karnataka,Gamers,Male,35-44
CU00012571,Delhi,Delhi,Parents,Female,55+
CU00012572,Hyderabad,Telangana,Parents,Female,18-24
CU00012573,Hyderabad,Telangana,Fitness Enthusiasts,Male,25-34
CU00012574,Mumbai,Maharashtra,Students,Male,25-34
CU00012575,Kolkata,West Bengal,Young Professionals,Male,55+
CU00012576,Kolkata,West Bengal,Corporate,Male,25-34
CU00012577,Chennai,Tamil Nadu,Corporate,Male,25-34
CU00012578,Mumbai,Maharashtra,Fitness Enthusiasts,Male,18-24
CU00012579,Kolkata,West Bengal,Young Professionals,Male,25-34
CU00012580,Chennai,Tamil Nadu,Young Professionals,Male,55+
CU00012581,Mumbai,Maharashtra,Gamers,Male,35-44
CU00012582,Mumbai,Maharashtra,Fitness Enthusiasts,Male,55+
CU00012583,Bangalore,Karnataka,Gamers,Male,35-44
CU00012584,Pune,Maharashtra,Parents,Female,35-44
CU00012585,Chennai,Tamil Nadu,Young Professionals,Female,35-44
CU00012586,Pune,Maharashtra,Fitness Enthusiasts,Female,35-44
CU00012587,Pune,Maharashtra,Fitness Enthusiasts,Male,35-44
CU00012588,Delhi,Delhi,Young Professionals,Male,45-54
CU00012589,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,25-34
CU00012590,Pune,Maharashtra,Corporate,Female,35-44
CU00012591,Mumbai,Maharashtra,Parents,Male,35-44
CU00012592,Bangalore,Karnataka,Parents,Female,35-44
CU00012593,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,25-34
CU00012594,Kolkata,West Bengal,Fitness Enthusiasts,Male,45-54
CU00012595,Hyderabad,Telangana,Parents,Male,25-34
CU00012596,Delhi,Delhi,Fitness Enthusiasts,Male,18-24
CU00012597,Delhi,Delhi,Young Professionals,Male,35-44
CU00012598,Chennai,Tamil Nadu,Young Professionals,Male,25-34
CU00012599,Hyderabad,Telangana,Fitness Enthusiasts,Male,18-24
CU00012600,Bangalore,Karnataka,Students,Female,18-24
CU00012601,Kolkata,West Bengal,Gamers,Female,55+
CU00012602,Pune,Maharashtra,Fitness Enthusiasts,Female,35-44
CU00012603,Bangalore,Karnataka,Corporate,Female,25-34
CU00012604,Bangalore,Karnataka,Parents,Male,18-24
CU00012605,Bangalore,Karnataka,Young Professionals,Male,18-24
CU00012606,Pune,Maharashtra,Gamers,Female,18-24
CU00012607,Chennai,Tamil Nadu,Parents,Male,18-24
CU00012608,Bangalore,Karnataka,Fitness Enthusiasts,Male,25-34
CU00012609,Delhi,Delhi,Parents,Male,25-34
CU00012610,Delhi,Delhi,Students,Male,25-34
CU00012611,Delhi,Delhi,Fitness Enthusiasts,Male,18-24
CU00012612,Bangalore,Karnataka,Parents,Female,45-54
CU00012613,Mumbai,Maharashtra,Young Professionals,Male,45-54
CU00012614,Pune,Maharashtra,Corporate,Male,18-24
CU00012615,Chennai,Tamil Nadu,Students,Male,18-24
CU00012616,Kolkata,West Bengal,Young Professionals,Male,25-34
CU00012617,Pune,Maharashtra,Parents,Female,35-44
CU00012618,Mumbai,Maharashtra,Young Professionals,Female,18-24
CU00012619,Chennai,Tamil Nadu,Students,Male,18-24
CU00012620,Delhi,Delhi,Gamers,Male,25-34
CU00012621,Kolkata,West Bengal,Students,Male,25-34
CU00012622,Mumbai,Maharashtra,Gamers,Male,55+
CU00012623,Chennai,Tamil Nadu,Fitness Enthusiasts,Female,25-34
CU00012624,Chennai,Tamil Nadu,Young Professionals,Male,35-44
CU00012625,Delhi,Delhi,Parents,Female,35-44
CU00012626,Mumbai,Maharashtra,Students,Female,25-34
CU00012627,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,18-24
CU00012628,Hyderabad,Telangana,Students,Male,35-44
CU00012629,Pune,Maharashtra,Young Professionals,Male,45-54
CU00012630,Kolkata,West Bengal,Parents,Male,35-44
CU00012631,Hyderabad,Telangana,Gamers,Female,25-34
CU00012632,Kolkata,West Bengal,Parents,Male,35-44
CU00012633,Kolkata,West Bengal,Young Professionals,Male,18-24
CU00012634,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,25-34
CU00012635,Hyderabad,Telangana,Young Professionals,Male,45-54
CU00012636,Mumbai,Maharashtra,Young Professionals,Female,25-34
CU00012637,Pune,Maharashtra,Students,Male,18-24
CU00012638,Mumbai,Maharashtra,Gamers,Male,35-44
CU00012639,Delhi,Delhi,Young Professionals,Male,55+
CU00012640,Bangalore,Karnataka,Parents,Female,25-34
CU00012641,Kolkata,West Bengal,Students,Male,35-44
CU00012642,Chennai,Tamil Nadu,Corporate,Male,25-34
CU00012643,Pune,Maharashtra,Young Professionals,Male,18-24
CU00012644,Kolkata,West Bengal,Students,Male,45-54
CU00012645,Mumbai,Maharashtra,Students,Male,18-24
CU00012646,Pune,Maharashtra,Fitness Enthusiasts,Male,45-54
CU00012647,Hyderabad,Telangana,Gamers,Male,35-44
CU00012648,Delhi,Delhi,Young Professionals,Male,25-34
CU00012649,Hyderabad,Telangana,Students,Female,35-44
CU00012650,Pune,Maharashtra,Parents,Male,25-34
CU00012651,Hyderabad,Telangana,Gamers,Male,18-24
CU00012652,Bangalore,Karnataka,Young Professionals,Female,18-24
CU00012653,Kolkata,West Bengal,Young Professionals,Male,25-34
CU00012654,Bangalore,Karnataka,Students,Female,18-24
CU00012655,Mumbai,Maharashtra,Corporate,Male,25-34
CU00012656,Mumbai,Maharashtra,Parents,Male,18-24
CU00012657,Delhi,Delhi,Young Professionals,Male,35-44
CU00012658,Chennai,Tamil Nadu,Parents,Female,45-54
CU00012659,Delhi,Delhi,Young Professionals,Female,25-34
CU00012660,Kolkata,West Bengal,Fitness Enthusiasts,Male,18-24
CU00012661,Delhi,Delhi,Young Professionals,Male,55+
CU00012662,Bangalore,Karnataka,Young Professionals,Female,35-44
CU00012663,Kolkata,West Bengal,Fitness Enthusiasts,Female,18-24
CU00012664,Chennai,Tamil Nadu,Parents,Male,25-34
CU00012665,Pune,Maharashtra,Fitness Enthusiasts,Male,25-34
CU00012666,Pune,Maharashtra,Parents,Male,45-54
CU00012667,Chennai,Tamil Nadu,Parents,Female,25-34
CU00012668,Pune,Maharashtra,Gamers,Male,35-44
CU00012669,Bangalore,Karnataka,Fitness Enthusiasts,Male,25-34
CU00012670,Delhi,Delhi,Parents,Male,55+
CU00012671,Chennai,Tamil Nadu,Parents,Female,25-34
CU00012672,Mumbai,Maharashtra,Young Professionals,Male,35-44
CU00012673,Bangalore,Karnataka,Parents,Female,25-34
CU00012674,Chennai,Tamil Nadu,Fitness Enthusiasts,Female,25-34
CU00012675,Hyderabad,Telangana,Parents,Male,18-24
CU00012676,Kolkata,West Bengal,Young Professionals,Female,45-54
CU00012677,Hyderabad,Telangana,Parents,Female,18-24
CU00012678,Pune,Maharashtra,Young Professionals,Female,35-44
CU00012679,Delhi,Delhi,Young Professionals,Female,18-24
CU00012680,Bangalore,Karnataka,Parents,Male,25-34
CU00012681,Pune,Maharashtra,Corporate,Male,35-44
CU00012682,Bangalore,Karnataka,Fitness Enthusiasts,Female,18-24
CU00012683,Hyderabad,Telangana,Corporate,Male,25-34
CU00012684,Pune,Maharashtra,Parents,Female,18-24
CU00012685,Chennai,Tamil Nadu,Fitness Enthusiasts,Female,18-24
CU00012686,Delhi,Delhi,Parents,Male,35-44
CU00012687,Pune,Maharashtra,Fitness Enthusiasts,Male,25-34
CU00012688,Kolkata,West Bengal,Parents,Male,25-34
CU00012689,Mumbai,Maharashtra,Students,Male,35-44
CU00012690,Mumbai,Maharashtra,Young Professionals,Male,18-24
CU00012691,Hyderabad,Telangana,Young Professionals,Female,35-44
CU00012692,Bangalore,Karnataka,Fitness Enthusiasts,Male,25-34
CU00012693,Delhi,Delhi,Parents,Female,35-44
CU00012694,Mumbai,Maharashtra,Parents,Female,18-24
CU00012695,Delhi,Delhi,Young Professionals,Male,18-24
CU00012696,Bangalore,Karnataka,Fitness Enthusiasts,Female,35-44
CU00012697,Pune,Maharashtra,Young Professionals,Female,18-24
CU00012698,Bangalore,Karnataka,Parents,Female,45-54
CU00012699,Delhi,Delhi,Corporate,Male,35-44
CU00012700,Hyderabad,Telangana,Students,Male,25-34
CU00012701,Hyderabad,Telangana,Corporate,Male,55+
CU00012702,Kolkata,West Bengal,Students,Male,18-24
CU00012703,Delhi,Delhi,Students,Male,45-54
CU00012704,Hyderabad,Telangana,Young Professionals,Female,25-34
CU00012705,Delhi,Delhi,Young Professionals,Male,25-34
CU00012706,Kolkata,West Bengal,Gamers,Male,45-54
CU00012707,Kolkata,West Bengal,Young Professionals,Female,45-54
CU00012708,Pune,Maharashtra,Students,Male,18-24
CU00012709,Chennai,Tamil Nadu,Students,Female,25-34
CU00012710,Bangalore,Karnataka,Gamers,Male,25-34
CU00012711,Hyderabad,Telangana,Parents,Female,45-54
CU00012712,Mumbai,Maharashtra,Students,Male,45-54
CU00012713,Pune,Maharashtra,Parents,Female,45-54
CU00012714,Pune,Maharashtra,Gamers,Male,35-44
CU00012715,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,25-34
CU00012716,Mumbai,Maharashtra,Students,Male,35-44
CU00012717,Kolkata,West Bengal,Fitness Enthusiasts,Female,55+
CU00012718,Hyderabad,Telangana,Gamers,Female,35-44
CU00012719,Kolkata,West Bengal,Students,Female,25-34
CU00012720,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,25-34
CU00012721,Hyderabad,Telangana,Young Professionals,Male,25-34
CU00012722,Pune,Maharashtra,Parents,Female,25-34
CU00012723,Chennai,Tamil Nadu,Young Professionals,Male,18-24
CU00012724,Bangalore,Karnataka,Fitness Enthusiasts,Female,25-34
CU00012725,Hyderabad,Telangana,Parents,Female,35-44
CU00012726,Kolkata,West Bengal,Parents,Male,18-24
CU00012727,Chennai,Tamil Nadu,Parents,Female,35-44
CU00012728,Bangalore,Karnataka,Gamers,Male,45-54
CU00012729,Bangalore,Karnataka,Parents,Male,25-34
CU00012730,Hyderabad,Telangana,Fitness Enthusiasts,Female,25-34
CU00012731,Pune,Maharashtra,Corporate,Female,25-34
CU00012732,Mumbai,Maharashtra,Students,Male,25-34
CU00012733,Delhi,Delhi,Students,Male,25-34
CU00012734,Bangalore,Karnataka,Fitness Enthusiasts,Male,25-34
CU00012735,Pune,Maharashtra,Students,Male,45-54
CU00012736,Pune,Maharashtra,Young Professionals,Male,55+
CU00012737,Chennai,Tamil Nadu,Gamers,Male,25-34
CU00012738,Kolkata,West Bengal,Gamers,Male,25-34
CU00012739,Pune,Maharashtra,Parents,Female,25-34
CU00012740,Delhi,Delhi,Parents,Male,35-44
CU00012741,Kolkata,West Bengal,Students,Male,25-34
CU00012742,Hyderabad,Telangana,Parents,Male,18-24
CU00012743,Mumbai,Maharashtra,Young Professionals,Male,45-54
CU00012744,Bangalore,Karnataka,Students,Male,18-24
CU00012745,Kolkata,West Bengal,Fitness Enthusiasts,Female,25-34
CU00012746,Bangalore,Karnataka,Fitness Enthusiasts,Female,25-34
CU00012747,Bangalore,Karnataka,Young Professionals,Male,25-34
CU00012748,Chennai,Tamil Nadu,Young Professionals,Male,25-34
CU00012749,Bangalore,Karnataka,Young Professionals,Female,25-34
CU00012750,Mumbai,Maharashtra,Gamers,Male,35-44
CU00012751,Kolkata,West Bengal,Young Professionals,Male,35-44
CU00012752,Mumbai,Maharashtra,Fitness Enthusiasts,Female,35-44
CU00012753,Pune,Maharashtra,Fitness Enthusiasts,Male,25-34
CU00012754,Pune,Maharashtra,Parents,Male,25-34
CU00012755,Hyderabad,Telangana,Fitness Enthusiasts,Male,18-24
CU00012756,Chennai,Tamil Nadu,Fitness Enthusiasts,Male,25-34
CU00012757,Hyderabad,Telangana,Parents,Female,25-34
CU00012758,Kolkata,West Bengal,Fitness Enthusiasts,Female,55+
CU00012759,Chennai,Tamil Nadu,Corporate,Female,25-34
CU00012760,Pune,Maharashtra,Fitness Enthusiasts,Male,25-34
CU00012761,Hyderabad,Telangana,Parents,Female,45-54
CU00012762,Bangalore,Karnataka,Parents,Male,35-44
CU00012763,Mumbai,Maharashtra,Gamers,Female,45-54
CU00012764,Delhi,Delhi,Parents,Male,25-34
CU00012765,Pune,Maharashtra,Parents,Male,35-44
CU00012766,Mumbai,Maharashtra,Gamers,Male,25-34
CU00012767,Bangalore,Karnataka,Fitness Enthusiasts,Female,45-54
CU00012768,Hyderabad,Telangana,Students,Male,35-44
CU00012769,Pune,Maharashtra,Gamers,Female,25-34
CU00012770,Bangalore,Karnataka,Young Professionals,Female,25-34
CU00012771,Chennai,Tamil Nadu,Gamers,Female,25-34
CU00012772,Hyderabad,Telangana,Parents,Male,45-54
CU00012773,Delhi,Delhi,Young Professionals,Female,45-54
CU00012774,Mumbai,Maharashtra,Young Professionals,Female,45-54
CU00012775,Pune,Maharashtra,Parents,Female,18-24
CU00012776,Pune,Maharashtra,Young Professionals,Female,18-24
CU00012777,Chennai,Tamil Nadu,Corporate,Female,18-24
CU00012778,Kolkata,West Bengal,Young Professionals,Female,25-34
CU00012779,Delhi,Delhi,Fitness Enthusiasts,Male,25-34
CU00012780,Delhi,Delhi,Young Professionals,Female,25-34
CU00012781,Delhi,Delhi,Fitness Enthusiasts,Female,45-54
CU00012782,Chennai,Tamil Nadu,Students,Male,25-34
CU00012783,Kolkata,West Bengal,Young Professionals,Male,18-24
CU00012784,Hyderabad,Telangana,Young Professionals,Male,25-34
CU00012785,Hyderabad,Telangana,Gamers,Female,18-24
CU00012786,Mumbai,Maharashtra,Students,Male,45-54
CU00012787,Bangalore,Karnataka,Young Professionals,Male,25-34
CU00012788,Hyderabad,Telangana,Parents,Female,18-24
CU00012789,Mumbai,Maharashtra,Young Professionals,Male,25-34
CU00012790,Kolkata,West Bengal,Fitness Enthusiasts,Female,35-44
CU00012791,Mumbai,Maharashtra,Gamers,Female,25-34
CU00012792,Chennai,Tamil Nadu,Young Professionals,Female,35-44
CU00012793,Mumbai,Maharashtra,Fitness Enthusiasts,Male,35-44
CU00012794,Delhi,Delhi,Young Professionals,Female,35-44
CU00012795,Hyderabad,Telangana,Young Professionals,Male,35-44
CU00012796,Hyderabad,Telangana,Parents,Female,45-54
CU00012797,Pune,Maharashtra,Parents,Male,35-44
CU00012798,Mumbai,Maharashtra,Parents,Male,45-54
CU00012799,Bangalore,Karnataka,Fitness Enthusiasts,Female,25-34
CU00012800,Mumbai,Maharashtra,Parents,Female,35-44
CU00012801,Bangalore,Karnataka,Parents,Male,18-24
